22;['[0.0, 0.06666666666666667)', '[0.0, 0.13333333333333333)', '[0.0, 0.13333333333333333)', '[0.0, 0.4)', '[0.0, infinity)'];['[0.13333333333333333, 0.6666666666666666)', '[0.6, 0.7333333333333333)', '[0.4, 0.7333333333333333)'];['[0.7333333333333333, 0.8)', '[0.7333333333333333, 0.8)', '[0.6666666666666666, 0.8666666666666667)', '[0.7333333333333333, 0.8666666666666667)', '[0.7333333333333333, 0.8666666666666667)'];5;3;5
24;['[0.0, 0.06666666666666667)', '[0.0, 0.13333333333333333)', '[0.0, 0.2)', '[0.0, 0.2)', '[0.0, infinity)'];['[0.26666666666666666, 0.6666666666666666)', '[0.06666666666666667, 0.6666666666666666)'];['[0.7333333333333333, 0.8)', '[0.7333333333333333, 0.8)', '[0.7333333333333333, 0.8)', '[0.8, 0.8666666666666667)'];5;2;4
25;['[0.0, 0.06666666666666667)', '[0.0, 0.06666666666666667)', '[0.0, 0.06666666666666667)', '[0.0, 0.06666666666666667)', '[0.0, 0.06666666666666667)', '[0.0, 0.13333333333333333)', '[0.0, infinity)'];['[0.3333333333333333, 0.6)', '[0.26666666666666666, 0.6)', '[0.2, 0.6666666666666666)'];['[0.6666666666666666, 0.7333333333333333)', '[0.6666666666666666, 0.7333333333333333)', '[0.7333333333333333, 0.8)', '[0.7333333333333333, 0.8)', '[0.6666666666666666, 0.8)'];7;3;5
26;['[0.0, 0.13333333333333333)', '[0.0, 0.4)', '[0.0, infinity)'];['[0.6, 0.6666666666666666)', '[0.06666666666666667, 0.6666666666666666)'];['[0.6666666666666666, 0.7333333333333333)', '[0.7333333333333333, 0.8)', '[0.7333333333333333, 0.8666666666666667)', '[0.7333333333333333, 0.8666666666666667)'];3;2;4
27;['[0.0, 0.06666666666666667)', '[0.0, infinity)'];['[0.26666666666666666, 0.6)', '[0.3333333333333333, 0.6)', '[0.06666666666666667, 0.6)'];['[0.6666666666666666, 0.7333333333333333)', '[0.6666666666666666, 0.7333333333333333)', '[0.6666666666666666, 0.7333333333333333)'];2;3;3
29;['[0.0, 0.4)', '[0.0, 0.6666666666666666)', '[0.0, infinity)'];['[0.13333333333333333, 0.6666666666666666)', '[0.4, 0.7333333333333333)'];['[0.6666666666666666, 0.7333333333333333)', '[0.8666666666666667, 0.9333333333333333)'];3;2;2
30;['[0.0, 0.06666666666666667)', '[0.0, 0.13333333333333333)', '[0.0, 0.2)', '[0.0, 0.2)', '[0.0, infinity)'];['[0.3333333333333333, 0.6)', '[0.4666666666666667, 0.6666666666666666)', '[0.06666666666666667, 0.6666666666666666)'];['[0.7333333333333333, 0.8)', '[0.7333333333333333, 0.8)', '[0.7333333333333333, 0.8)', '[0.7333333333333333, 0.8666666666666667)', '[0.8, 0.8666666666666667)'];5;3;5
31;['[0.0, 0.06666666666666667)', '[0.0, 0.06666666666666667)', '[0.0, 0.13333333333333333)', '[0.0, 0.4)', '[0.0, infinity)'];['[0.4, 0.6666666666666666)', '[0.13333333333333333, 0.6666666666666666)', '[0.6666666666666666, 0.7333333333333333)'];['[0.8, 0.8666666666666667)', '[0.8, 0.8666666666666667)', '[0.7333333333333333, 0.9333333333333333)'];5;3;3
32;['[0.0, 0.2)', '[0.0, 0.2)', '[0.0, 0.26666666666666666)', '[0.0, infinity)'];['[0.4, 0.6)', '[0.2, 0.6666666666666666)', '[0.2, 0.6666666666666666)'];['[0.7333333333333333, 0.8)'];4;3;1
33;['[0.0, 0.06666666666666667)', '[0.0, 0.06666666666666667)', '[0.0, 0.2)', '[0.0, infinity)'];['[0.13333333333333333, 0.5333333333333333)', '[0.13333333333333333, 0.6)', '[0.0, 0.6)'];['[0.5333333333333333, 0.6)', '[0.6666666666666666, 0.7333333333333333)', '[0.6, 0.7333333333333333)'];4;3;3
34;['[0.0, 0.06666666666666667)', '[0.0, 0.06666666666666667)', '[0.0, 0.26666666666666666)', '[0.0, infinity)'];['[0.4, 0.6)', '[0.3333333333333333, 0.6666666666666666)', '[0.2, 0.7333333333333333)'];['[0.7333333333333333, 0.8)', '[0.7333333333333333, 0.8)', '[0.8, 0.8666666666666667)'];4;3;3
36;['[0.0, 0.06666666666666667)', '[0.0, 0.13333333333333333)', '[0.0, 0.2)', '[0.0, 0.3333333333333333)', '[0.0, 0.4)', '[0.0, infinity)'];['[0.5333333333333333, 0.7333333333333333)', '[0.5333333333333333, 0.7333333333333333)', '[0.6, 0.8666666666666667)'];['[0.8666666666666667, 0.9333333333333333)', '[0.8666666666666667, 0.9333333333333333)'];6;3;2
37;['[0.0, infinity)'];['[0.0, 0.6)', '[0.2, 0.6)', '[0.5333333333333333, 0.6)'];['[0.6666666666666666, 0.7333333333333333)', '[0.6666666666666666, 0.7333333333333333)', '[0.6, 0.7333333333333333)', '[0.6666666666666666, 0.7333333333333333)', '[0.6, 0.8)'];1;3;5
38;['[0.0, 0.2)', '[0.0, infinity)'];['[0.4, 0.6)', '[0.06666666666666667, 0.6)'];['[0.6666666666666666, 0.8)', '[0.7333333333333333, 0.8)', '[0.7333333333333333, 0.8)', '[0.6666666666666666, 0.8)', '[0.7333333333333333, 0.8)'];2;2;5
39;['[0.0, 0.06666666666666667)', '[0.0, 0.06666666666666667)', '[0.0, 0.06666666666666667)', '[0.0, 0.06666666666666667)', '[0.0, 0.13333333333333333)', '[0.0, 0.13333333333333333)', '[0.0, 0.13333333333333333)', '[0.0, 0.2)', '[0.0, 0.2)', '[0.0, 0.26666666666666666)', '[0.0, 0.26666666666666666)', '[0.0, 0.3333333333333333)', '[0.0, 0.3333333333333333)', '[0.0, infinity)'];['[0.5333333333333333, 0.6666666666666666)', '[0.4, 0.6666666666666666)', '[0.5333333333333333, 0.6666666666666666)', '[0.5333333333333333, 0.7333333333333333)', '[0.4, 0.7333333333333333)'];['[0.8, 0.8666666666666667)', '[0.8, 0.8666666666666667)', '[0.8, 0.8666666666666667)', '[0.7333333333333333, 0.8666666666666667)', '[0.8666666666666667, 0.9333333333333333)', '[0.8666666666666667, 0.9333333333333333)', '[0.8666666666666667, 0.9333333333333333)'];14;5;7
41;['[0.0, 0.06666666666666667)', '[0.0, 0.13333333333333333)', '[0.0, 0.2)', '[0.0, 0.2)', '[0.0, 0.6)', '[0.0, infinity)'];['[0.3333333333333333, 0.6)', '[0.26666666666666666, 0.6666666666666666)', '[0.26666666666666666, 0.6666666666666666)', '[0.6, 0.7333333333333333)'];['[0.6, 0.6666666666666666)', '[0.7333333333333333, 0.8)', '[0.7333333333333333, 0.8)', '[0.7333333333333333, 0.8)', '[0.7333333333333333, 0.8)', '[0.7333333333333333, 0.8)', '[0.7333333333333333, 0.8)', '[0.7333333333333333, 0.8)', '[0.6666666666666666, 0.8666666666666667)', '[0.7333333333333333, 0.8666666666666667)'];6;4;10
42;['[0.0, 0.3333333333333333)', '[0.0, infinity)'];['[0.0, 0.06666666666666667)', '[0.3333333333333333, 0.4666666666666667)', '[0.06666666666666667, 0.5333333333333333)', '[0.0, 0.5333333333333333)', '[0.4666666666666667, 0.6)', '[0.0, 0.6)'];['[0.6, 0.6666666666666666)', '[0.6, 0.6666666666666666)', '[0.6, 0.6666666666666666)', '[0.6, 0.7333333333333333)'];2;6;4
43;['[0.0, 0.06666666666666667)', '[0.0, 0.06666666666666667)', '[0.0, infinity)'];['[0.26666666666666666, 0.7333333333333333)'];['[0.7333333333333333, 0.8)', '[0.7333333333333333, 0.8)', '[0.7333333333333333, 0.8)', '[0.8, 0.8666666666666667)'];3;1;4
44;['[0.0, 0.06666666666666667)', '[0.0, 0.06666666666666667)', '[0.0, 0.4)', '[0.0, infinity)'];['[0.13333333333333333, 0.6666666666666666)', '[0.06666666666666667, 0.6666666666666666)'];['[0.6666666666666666, 0.7333333333333333)', '[0.7333333333333333, 0.8)', '[0.7333333333333333, 0.8)'];4;2;3
45;['[0.0, 0.13333333333333333)', '[0.0, 0.13333333333333333)', '[0.0, 0.3333333333333333)', '[0.0, 0.4)', '[0.0, infinity)'];['[0.4666666666666667, 0.6)', '[0.4, 0.6666666666666666)', '[0.4, 0.6666666666666666)', '[0.06666666666666667, 0.6666666666666666)', '[0.6, 0.7333333333333333)'];['[0.7333333333333333, 0.8)', '[0.7333333333333333, 0.8)', '[0.7333333333333333, 0.8)', '[0.6666666666666666, 0.8)', '[0.6666666666666666, 0.8666666666666667)', '[0.7333333333333333, 0.8666666666666667)', '[0.8, 0.8666666666666667)'];5;5;7
61;['[0.0, 0.06666666666666667)', '[0.0, infinity)'];['[0.4, 0.5333333333333333)', '[0.2, 0.6)', '[0.0, 0.6666666666666666)'];['[0.6666666666666666, 0.7333333333333333)'];2;3;1
62;['[0.0, infinity)'];['[0.2, 0.6)', '[0.06666666666666667, 0.6)', '[0.06666666666666667, 0.6666666666666666)'];['[0.6666666666666666, 0.7333333333333333)', '[0.7333333333333333, 0.8)', '[0.7333333333333333, 0.8)', '[0.6666666666666666, 0.8)', '[0.7333333333333333, 0.8)', '[0.7333333333333333, 0.8)', '[0.7333333333333333, 0.8)'];1;3;7
63;['[0.0, 0.06666666666666667)', '[0.0, 0.13333333333333333)', '[0.0, 0.13333333333333333)', '[0.0, 0.26666666666666666)', '[0.0, 0.26666666666666666)', '[0.0, 0.26666666666666666)', '[0.0, 0.4)', '[0.0, infinity)'];['[0.5333333333333333, 0.6)', '[0.4, 0.7333333333333333)', '[0.3333333333333333, 0.7333333333333333)'];['[0.8, 0.8666666666666667)', '[0.8, 0.8666666666666667)', '[0.8, 0.8666666666666667)', '[0.8666666666666667, 0.9333333333333333)', '[0.8666666666666667, 0.9333333333333333)'];8;3;5
64;['[0.0, 0.06666666666666667)', '[0.0, 0.2)', '[0.0, 0.2)', '[0.0, infinity)'];['[0.13333333333333333, 0.6666666666666666)', '[0.2, 0.7333333333333333)', '[0.5333333333333333, 0.7333333333333333)', '[0.6666666666666666, 0.7333333333333333)'];['[0.7333333333333333, 0.8)', '[0.7333333333333333, 0.8)', '[0.7333333333333333, 0.8)', '[0.8, 0.8666666666666667)', '[0.8, 0.8666666666666667)'];4;4;5
66;['[0.0, 0.06666666666666667)', '[0.0, 0.13333333333333333)', '[0.0, 0.13333333333333333)', '[0.0, 0.2)', '[0.0, infinity)'];['[0.5333333333333333, 0.6)', '[0.26666666666666666, 0.7333333333333333)', '[0.13333333333333333, 0.7333333333333333)'];['[0.7333333333333333, 0.8)', '[0.7333333333333333, 0.8)', '[0.7333333333333333, 0.8)'];5;3;3
67;['[0.0, 0.26666666666666666)', '[0.0, infinity)'];['[0.4, 0.5333333333333333)', '[0.0, 0.5333333333333333)', '[0.0, 0.6)'];['[0.6, 0.7333333333333333)'];2;3;1
68;['[0.0, 0.06666666666666667)', '[0.0, 0.06666666666666667)', '[0.0, 0.26666666666666666)', '[0.0, infinity)'];['[0.3333333333333333, 0.6666666666666666)', '[0.2, 0.6666666666666666)', '[0.2, 0.6666666666666666)'];['[0.6666666666666666, 0.7333333333333333)', '[0.7333333333333333, 0.8)', '[0.6666666666666666, 0.8)', '[0.8, 0.8666666666666667)'];4;3;4
69;['[0.0, 0.2)', '[0.0, 0.2)', '[0.0, 0.3333333333333333)', '[0.0, infinity)'];['[0.4, 0.6666666666666666)', '[0.0, 0.6666666666666666)', '[0.3333333333333333, 0.7333333333333333)'];['[0.7333333333333333, 0.8)'];4;3;1
70;['[0.0, 0.06666666666666667)', '[0.0, 0.13333333333333333)', '[0.0, infinity)'];['[0.0, 0.06666666666666667)', '[0.0, 0.6666666666666666)'];['[0.7333333333333333, 0.8)', '[0.7333333333333333, 0.8)', '[0.7333333333333333, 0.8)', '[0.7333333333333333, 0.8)', '[0.7333333333333333, 0.8)', '[0.7333333333333333, 0.8)'];3;2;6
81;['[0.0, 0.06666666666666667)', '[0.0, 0.06666666666666667)', '[0.0, 0.2)', '[0.0, infinity)'];['[0.4, 0.6666666666666666)', '[0.2, 0.7333333333333333)'];['[0.8, 0.8666666666666667)', '[0.8, 0.8666666666666667)', '[0.8, 0.8666666666666667)', '[0.8, 0.8666666666666667)'];4;2;4
82;['[0.0, 0.06666666666666667)', '[0.0, 0.4)', '[0.0, infinity)'];['[0.2, 0.5333333333333333)', '[0.06666666666666667, 0.6)', '[0.4666666666666667, 0.6666666666666666)'];['[0.7333333333333333, 0.8)', '[0.6666666666666666, 0.8)', '[0.7333333333333333, 0.8)', '[0.6666666666666666, 0.8)'];3;3;4
83;['[0.0, 0.06666666666666667)', '[0.0, 0.13333333333333333)', '[0.0, 0.2)', '[0.0, 0.26666666666666666)', '[0.0, 0.3333333333333333)', '[0.0, infinity)'];['[0.3333333333333333, 0.6666666666666666)', '[0.06666666666666667, 0.6666666666666666)'];['[0.6666666666666666, 0.7333333333333333)', '[0.6666666666666666, 0.8)', '[0.7333333333333333, 0.8)', '[0.8, 0.8666666666666667)'];6;2;4
86;['[0.0, 0.06666666666666667)', '[0.0, infinity)'];['[0.0, 0.06666666666666667)', '[0.06666666666666667, 0.7333333333333333)'];['[0.7333333333333333, 0.8)', '[0.8, 0.8666666666666667)'];2;2;2
87;['[0.0, 0.06666666666666667)', '[0.0, 0.3333333333333333)', '[0.0, infinity)'];['[0.4, 0.6)', '[0.13333333333333333, 0.7333333333333333)'];['[0.7333333333333333, 0.8)'];3;2;1
90;['[0.0, 0.06666666666666667)', '[0.0, 0.13333333333333333)', '[0.0, 0.13333333333333333)', '[0.0, 0.13333333333333333)', '[0.0, 0.4)', '[0.0, 0.4666666666666667)', '[0.0, infinity)'];['[0.4, 0.6)', '[0.4, 0.6666666666666666)', '[0.6, 0.7333333333333333)'];['[0.8, 0.8666666666666667)'];7;3;1
91;['[0.0, 0.06666666666666667)', '[0.0, 0.13333333333333333)', '[0.0, 0.13333333333333333)', '[0.0, 0.13333333333333333)', '[0.0, 0.2)', '[0.0, 0.4)', '[0.0, infinity)'];['[0.26666666666666666, 0.6666666666666666)', '[0.6, 0.6666666666666666)', '[0.4666666666666667, 0.7333333333333333)'];['[0.7333333333333333, 0.8)', '[0.6666666666666666, 0.8666666666666667)', '[0.8, 0.8666666666666667)', '[0.8, 0.8666666666666667)', '[0.7333333333333333, 0.8666666666666667)', '[0.8, 0.9333333333333333)', '[0.8, 0.9333333333333333)'];7;3;7
92;['[0.0, 0.06666666666666667)', '[0.0, 0.06666666666666667)', '[0.0, 0.26666666666666666)', '[0.0, infinity)'];['[0.3333333333333333, 0.6)', '[0.0, 0.6)', '[0.2, 0.6)'];['[0.6666666666666666, 0.7333333333333333)', '[0.6666666666666666, 0.7333333333333333)', '[0.6666666666666666, 0.7333333333333333)', '[0.6666666666666666, 0.7333333333333333)', '[0.6666666666666666, 0.7333333333333333)'];4;3;5
94;['[0.0, 0.06666666666666667)', '[0.0, 0.06666666666666667)', '[0.0, 0.13333333333333333)', '[0.0, 0.2)', '[0.0, 0.26666666666666666)', '[0.0, 0.26666666666666666)', '[0.0, infinity)'];['[0.3333333333333333, 0.6)', '[0.5333333333333333, 0.6)', '[0.3333333333333333, 0.6666666666666666)', '[0.13333333333333333, 0.6666666666666666)'];['[0.6666666666666666, 0.7333333333333333)', '[0.6666666666666666, 0.8)', '[0.7333333333333333, 0.8)', '[0.6666666666666666, 0.8)', '[0.7333333333333333, 0.8666666666666667)'];7;4;5
96;['[0.0, 0.06666666666666667)', '[0.0, 0.4666666666666667)', '[0.0, infinity)'];['[0.0, 0.6)'];['[0.6666666666666666, 0.7333333333333333)', '[0.6666666666666666, 0.7333333333333333)', '[0.6666666666666666, 0.7333333333333333)', '[0.7333333333333333, 0.8)'];3;1;4
97;['[0.0, 0.06666666666666667)', '[0.0, 0.06666666666666667)', '[0.0, 0.06666666666666667)', '[0.0, 0.13333333333333333)', '[0.0, 0.26666666666666666)', '[0.0, infinity)'];['[0.2, 0.6666666666666666)'];['[0.6666666666666666, 0.8)'];6;1;1
99;['[0.0, 0.06666666666666667)', '[0.0, infinity)'];['[0.06666666666666667, 0.13333333333333333)', '[0.13333333333333333, 0.5333333333333333)', '[0.06666666666666667, 0.6666666666666666)', '[0.06666666666666667, 0.6666666666666666)'];['[0.5333333333333333, 0.6)', '[0.7333333333333333, 0.8)', '[0.7333333333333333, 0.8)', '[0.6666666666666666, 0.8)', '[0.7333333333333333, 0.8)', '[0.7333333333333333, 0.8)'];2;4;6
100;['[0.0, 0.13333333333333333)', '[0.0, infinity)'];['[0.26666666666666666, 0.6666666666666666)', '[0.3333333333333333, 0.6666666666666666)'];['[0.7333333333333333, 0.8)', '[0.7333333333333333, 0.8)', '[0.6666666666666666, 0.8666666666666667)', '[0.8, 0.8666666666666667)'];2;2;4
101;['[0.0, 0.06666666666666667)', '[0.0, 0.13333333333333333)', '[0.0, 0.2)', '[0.0, infinity)'];['[0.4666666666666667, 0.6)', '[0.0, 0.6666666666666666)', '[0.4666666666666667, 0.6666666666666666)'];['[0.6666666666666666, 0.7333333333333333)', '[0.6666666666666666, 0.8)'];4;3;2
102;['[0.0, 0.06666666666666667)', '[0.0, 0.26666666666666666)', '[0.0, 0.3333333333333333)', '[0.0, infinity)'];['[0.0, 0.06666666666666667)', '[0.3333333333333333, 0.7333333333333333)'];['[0.7333333333333333, 0.8)', '[0.7333333333333333, 0.8666666666666667)'];4;2;2
103;['[0.0, 0.13333333333333333)', '[0.0, infinity)'];['[0.13333333333333333, 0.6)', '[0.5333333333333333, 0.6)', '[0.13333333333333333, 0.6666666666666666)'];['[0.7333333333333333, 0.8)', '[0.8, 0.8666666666666667)'];2;3;2
104;['[0.0, 0.06666666666666667)', '[0.0, 0.06666666666666667)', '[0.0, 0.06666666666666667)', '[0.0, 0.13333333333333333)', '[0.0, infinity)'];['[0.2, 0.8)'];['[0.8, 0.9333333333333333)', '[0.8, 0.9333333333333333)'];5;1;2
105;['[0.0, 0.13333333333333333)', '[0.0, infinity)'];['[0.3333333333333333, 0.6)', '[0.0, 0.6)', '[0.0, 0.6)'];['[0.6666666666666666, 0.7333333333333333)', '[0.6, 0.7333333333333333)', '[0.7333333333333333, 0.8)'];2;3;3
107;['[0.0, 0.2)', '[0.0, 0.26666666666666666)', '[0.0, infinity)'];['[0.0, 0.06666666666666667)', '[0.0, 0.06666666666666667)', '[0.06666666666666667, 0.6666666666666666)'];['[0.6666666666666666, 0.8)', '[0.7333333333333333, 0.8)'];3;3;2
108;['[0.0, 0.4666666666666667)', '[0.0, infinity)'];['[0.06666666666666667, 0.7333333333333333)'];['[0.8, 0.8666666666666667)'];2;1;1
112;['[0.0, 0.06666666666666667)', '[0.0, 0.06666666666666667)', '[0.0, 0.3333333333333333)', '[0.0, 0.5333333333333333)', '[0.0, infinity)'];['[0.3333333333333333, 0.6666666666666666)', '[0.3333333333333333, 0.6666666666666666)', '[0.6, 0.7333333333333333)', '[0.6, 0.8)'];['[0.7333333333333333, 0.8)', '[0.7333333333333333, 0.8)', '[0.7333333333333333, 0.8666666666666667)', '[0.8, 0.8666666666666667)', '[0.8, 0.8666666666666667)', '[0.7333333333333333, 0.8666666666666667)', '[0.8666666666666667, 0.9333333333333333)', '[0.8666666666666667, 0.9333333333333333)', '[0.8, 0.9333333333333333)'];5;4;9
113;['[0.0, 0.6666666666666666)', '[0.0, infinity)'];['[0.0, 0.7333333333333333)'];['[0.7333333333333333, 0.8)', '[0.8, 0.8666666666666667)'];2;1;2
114;['[0.0, 0.06666666666666667)', '[0.0, 0.06666666666666667)', '[0.0, 0.13333333333333333)', '[0.0, 0.13333333333333333)', '[0.0, infinity)'];['[0.26666666666666666, 0.6666666666666666)', '[0.13333333333333333, 0.6666666666666666)', '[0.5333333333333333, 0.6666666666666666)'];['[0.6666666666666666, 0.7333333333333333)', '[0.7333333333333333, 0.8)', '[0.7333333333333333, 0.8)', '[0.7333333333333333, 0.8)'];5;3;4
115;['[0.0, 0.2)', '[0.0, infinity)'];['[0.0, 0.06666666666666667)', '[0.3333333333333333, 0.6666666666666666)', '[0.06666666666666667, 0.6666666666666666)'];['[0.7333333333333333, 0.8)', '[0.6666666666666666, 0.8)'];2;3;2
